GeneID	HJV5JBCXX_PR0478_01A0202	HJV5JBCXX_PR0478_02A0403	HJV5JBCXX_PR0478_03A1105	HJV5JBCXX_PR0478_04A1206
101497	-0.0442989060450252	0.0837942617911178	0.0442989060450252	-0.147550547625318
263406	-0.00199035146374804	-0.0289147952608548	0.0175900672557763	0.00199035146374626
213783	8.2071895995961e-07	-8.2071895995961e-07	0.00292069796508332	-6.35262192971719e-06
213522	0.014432079399525	-0.0027003708382769	0.0027003708382769	-0.00921662463453643
269608	-0.0125592877757823	0.00202365262729476	-0.00202365262729565	0.0219039817365694
59050	-0.0562983246948363	0.0268934801621068	-0.0194504365453856	0.0194504365453874
59027	0.0148574669498931	-0.0604835866665017	-0.0046669659322891	0.0046669659322891
327956	5.07436096852665e-06	-5.07436096852665e-06	0.000483417041791778	-4.22658441383561e-05
17158	0.0195209164743932	-0.0991432971622679	0.00915493903927356	-0.00915493903927356
654805	0.00320543709162086	1.09456699592947e-06	-1.09456699587396e-06	-4.99412034288271e-06
233103	0.0411923240689891	-0.0411923240689873	-0.131642311261436	0.0433894889304831
22371	-0.00455535830700349	-0.00776719624687772	0.00961796254799463	0.00455535830700349
71148	0.0178394668594599	-0.0178394668594617	-0.111387347599125	0.028525075915562
70427	0.0800729855218592	-0.153587730933202	0.0463086445357099	-0.0463086445357099
218613	0.112103919477141	0.1012473797519	-0.1012473797519	-0.208094134888064
66333	-0.0120063365293932	0.0132909357444646	0.000584200194053253	-0.000584200194052809
69066	0.00597356074586841	-0.00597356074586752	0.0611067495662274	-0.0105546700842831
238463	-0.00144651120938555	-0.00145749743335921	0.0014465112093851	0.0151968595212124
13138	0.0231812529627646	0.142847284613843	-0.0231812529627646	-0.155857746159667
50918	0.0748611762126892	0.0467149355888559	-0.107110666222436	-0.0467149355888541
100534633	-0.000447422969131805	0.000447422969131805	0.00413119240953819	-0.00368140628693947
50720	0.0168094311581495	-0.0150799911955843	0.0112030385280661	-0.0112030385280661
78251	-0.0455836351764276	0.00675526368351775	0.0465186606075942	-0.00675526368351598
209225	0.018262290786021	0.0807455932182748	-0.0702064612321989	-0.0182622907860202
245595	0.00213349614142189	-0.00213349614142144	0.00951319718452392	-0.00216369057859422
69930	0.0276528856029348	-0.0276528856029348	-0.0795134702858586	0.033135160594707
246198	0.0296306643532223	0.0289631719575674	-0.0289631719575656	-0.146061804886152
210105	-0.0128065218492814	0.113784610397643	0.0128065218492814	-0.0944412746003618
64144	0.0318528263790956	-0.0278830098405258	-0.106328100564298	0.0278830098405241
70122	-0.0341252035341206	0.022943690237808	-0.022943690237808	0.0385877470941853
56057	2.99882467902357e-06	-2.99882467902357e-06	0.0106633767906499	-2.32122572216831e-05
12228	-0.000314703802689831	0.000279177994398694	-0.000279177994398694	0.0022497904655312
12227	0.175836906338047	-0.0499318338779382	0.04993183387794	-0.0987238236876404
12226	0.00213870988734399	0.18647140337359	-0.135660281718762	-0.00213870988734399
71844	0.0597616894536159	0.110400282009383	-0.0669908531274714	-0.0597616894536177
231042	-0.000865736992409438	0.000865736992409438	-0.0581012845206423	0.037326812650976
244879	0.144854746744924	-0.0188192203931834	0.0188192203931852	-0.131717454238807
78802	-0.00556256182488291	-0.00802493876520405	0.00556256182488379	0.00884346953589787
106039	-0.0206596836681747	-0.0698260551675816	0.0522615708071896	0.0206596836681747
260302	-0.155616115751423	0.0447256250717434	-0.0143478388691456	0.0143478388691474
20411	0.165034752463171	-0.0693998686151662	0.069399868615168	-0.123985546738819
20410	-0.0172212900493669	0.00913411113406859	0.0129027920459857	-0.00913411113406859
234214	0.0148627098900078	5.08119470254975e-06	-5.08119470254975e-06	-2.31841095428287e-05
228911	0.000566064927058241	7.00097653938414e-06	-7.00097653938414e-06	-3.36529201294677e-05
243931	-0.00204126655679815	0.0458357426378915	-0.00121890434030192	0.00121890434030192
110796	-0.0283580190168848	0.0283580190168831	0.0743637810144975	-0.0789772341634869
110596	1.20639301561809e-05	0.000528239954875165	-1.20639301561809e-05	-3.7688230424493e-05
52666	1.72744577420225e-06	-1.72744577420225e-06	-5.91379363168443e-06	0.00616596776407197
622434	8.62695164358662e-05	-8.62695164354221e-05	0.00745768143056669	-0.000668022938509871
13641	-0.00280364567761193	0.0291686720752828	-0.0172033999003345	0.00280364567761193
223701	-0.0117512174621321	0.113355216143937	-0.0232494453632537	0.0117512174621321
239719	0.0761274222316182	-0.0857935639936986	0.0282873941493591	-0.0282873941493573
16905	-0.0745833211143729	-0.0205928748371171	0.0205928748371154	0.0295460167716115
333564	5.07436096852665e-06	-5.07436096852665e-06	0.000483417041791778	-4.22658441383561e-05
69189	5.64028382887827e-06	-5.64028382932236e-06	-1.9309387589761e-05	0.0201023092549306
58178	0.00320543709162086	1.09456699592947e-06	-1.09456699587396e-06	-4.99412034288271e-06
114741	0.0573769835261988	-0.0573769835261988	0.0724422646792746	-0.113085371455892
