HJV5JBCXX_PR0478_01A0202	HJV5JBCXX_PR0478_02A0403	HJV5JBCXX_PR0478_03A1105	HJV5JBCXX_PR0478_04A1206
Chadl	-1.7254436450604	-1.726111713526	-1.72612844553546	-1.72616029399044
Pappa	0.29645310351842	0.296449518664608	0.302243729767272	0.296437424997977
9530082P21Rik	9.17268749860586	9.18793540896489	9.10914427198531	9.14618992595529
Cxx1a	5.75093342160802	5.74731876996661	5.74767394445355	5.74715338383397
Secisbp2	9.50401533111247	9.58373044894631	9.58110812544499	9.63031106458163
Cxx1c	7.0547272270209	6.98912129172758	7.01812716842403	7.0852134234866
Cxx1b	6.68752398688243	6.7057930513508	6.71984161757218	6.70361106787439
Cacna1h	-1.72608161580563	-1.72609374661297	-1.72550985091315	-1.72613820173945
Calhm2	8.53833929903531	8.47443262450379	8.56690029498746	8.52524469759999
Cacna1a	6.59104761848772	6.63085805215642	6.60512957388146	6.63336837581677
Cacna1b	-0.971936056406399	-0.970767747511427	-0.970817170282849	-0.971974700694301
Cacna1c	5.54828410519002	5.52819272051902	5.5197079004771	5.48058106414097
Cacna1d	5.04991267411636	5.04608252283157	5.0656102858541	5.04141990663361
Cacna1e	0.325208565066037	0.323935743402109	0.32857885305988	0.323923389534093
Cacna1f	-0.8989837859792	-0.901525080582427	-0.90152699342246	-0.901530403449282
Cacna1s	1.93783326677673	1.94133053293599	1.94097488831058	1.93397496979333
Xrn1	11.420756326031	11.2650861366609	11.3325738486694	11.3394596933379
Xrn2	14.0401258962839	14.0402131013481	14.1635767142075	14.1080129680876
Pde11a	6.25898333623293	6.28894264889254	6.2947337774724	6.26293359704125
Nubpl	7.12570621201459	7.12406916348264	7.08807609970648	7.13742444467296
Dqx1	5.11600928720911	5.12759021901567	5.07159947055205	5.0797570391257
Dynlrb1	10.8404086261673	10.7800327174472	10.7945329731375	10.8322512069998
Mir7223	-0.433838261728798	-0.435108379151825	-0.43394757516171	-0.434054372987945
Mir7227	3.42071598297888	3.41891852757731	3.42513578090914	3.40755003674676
Cnot8	11.9670374679291	12.0745371129566	11.9983599936646	12.0428673851854
Cnot3	10.8769762580559	10.9393580026448	10.8250241213451	10.8640979848243
Cnot2	11.8744590861705	11.9946106332464	11.8433890343996	11.9863286948115
Cnot1	13.5703927572128	13.6578415288667	13.525575622643	13.5575849159831
Cnot7	11.2460630925933	11.3830994247329	11.1136898903813	11.3069226966064
Cnot6	12.0937137563374	12.0438790222305	12.0717141584825	11.9870534528963
Cnot4	11.4935985034808	11.4506032980196	11.2877824534051	11.3599943797029
Mir3101	1.67560917168061	1.68041989183242	1.67780733626339	1.67853920981658
Sirpb1a	3.73549251462168	3.73890561467803	3.73614859412153	3.77368648416233
Sirpb1b	0.839276747432759	0.83927157446578	0.839265303144397	0.84766134030063
B930018H19Rik	-0.156680991824024	-0.156683583570392	-0.156686725593197	-0.152478627865711
Nfic	10.4557466322763	10.3780490933922	10.5804961996837	10.4028349876844
Cnr1	-0.8989837859792	-0.901525080582427	-0.90152699342246	-0.901530403449282
Nfia	6.97380395848119	7.07943573256279	7.03310923925292	7.0501190588423
Mir875	-0.570700675399901	-0.570702620193776	-0.570704977900453	-0.567547018416345
Cxcr3	13.1829719588894	13.2960799723085	13.003085512677	13.2719450539483
Cxcr2	1.31014774109688	1.31014056030207	1.31129043512968	1.32061913387737
Ttyh1	-1.72606423884226	-1.72607527567457	-1.72608920605663	-1.72557055230732
Ttyh2	5.77320762863042	5.72419928345053	5.71268438912762	5.72525951309001
Cxcr4	6.82478807147963	6.87324544464451	6.81683454579113	6.80867459449032
Fbxl20	10.2093097781932	10.2262299647239	10.2926209781904	10.0510125692368
Fbxl21	3.24134825147304	3.24172934635445	3.21986947432149	3.22087836012918
Fbxl22	6.96414912891279	6.94035609187141	6.92575884963269	6.93780814803086
D19Bwg1357e	11.942534186263	11.9790528158304	11.7486737081777	11.9436904523842
5930412G12Rik	-1.72609094680886	-1.7254740519894	-1.72611978261548	-1.72615040685475
Dlc1	2.91983592471856	2.90334077024537	2.91125701688616	2.89959021954466
Pkig	6.5180389427657	6.48703352743204	6.51807673367199	6.50424336314886
Pkia	2.65201448850741	2.65199606497014	2.68171448686805	2.6519339083679
Pkib	3.93581906087397	3.91938505598134	3.9423676981199	3.95160721897759
1810026J23Rik	10.9830771596919	10.9674956531251	10.8760013206829	10.9106921247956
Trnt1	10.886772644727	10.8750215170971	10.8739963277669	10.9368130880182
Lnpep	11.0565065872298	11.2738675276256	11.1849755938976	11.0529715973209
Gss	9.37882623343491	9.30402781619891	9.38200464855236	9.44795784280296
Gsr	11.4756836299468	11.3853780409956	11.4462799096423	11.3749218064434
Izumo4	9.53356581449152	9.48627177506895	9.69776424855137	9.64662264032328
Gsn	8.65967758672093	8.67917876772419	8.6967906740035	8.75171323971484
Wnt3	2.11419868277186	2.11418603191994	2.13144391779973	2.11732389980753
Wnt4	2.29916329960218	2.29404327833057	2.3020754405464	2.29912777698347
