"stat.mean"	"HJV5JBCXX_PR0478_01A0202"	"HJV5JBCXX_PR0478_02A0403"	"HJV5JBCXX_PR0478_03A1105"	"HJV5JBCXX_PR0478_04A1206"
"map00513"	0.103723148910071	0.733740979899906	0.309856759487915	-0.174406360109046	-0.454298783638492
"map03430"	0.119561756014907	-1.49411785193914	0.0523687854043302	2.56907908931426	-0.649082998719818
"map04016"	0.103765727760565	0.513126658864211	-0.32886136526369	-0.406482145702624	0.637279763144361
"map04120"	0.100348922234019	0.761298347107284	1.29491273246849	-0.567783530720209	-1.08703185991949
"map05219"	0.10065410097493	-0.445052350503465	-0.222222052968954	0.0958632860618237	0.974027521310314
"map00240"	0.096774248031699	-0.778369923032395	-1.23758064258131	1.12586447102562	1.27718308671489
"map05146"	0.0954112601319704	0.631575341990104	-0.722109442118234	0.456705512059897	0.0154736285961153
"map04110"	0.0955582746136653	-0.542746603155508	-0.797951324045539	1.0930508876956	0.629880137960109
"map04621"	0.0951210951855328	-0.862685898049007	-1.0418955038652	0.320714942482318	1.96435084017402
"map04064"	0.0938903347379207	1.05320051367627	-0.885085031031113	-0.670244198200371	0.8776900545069
"map04640"	0.0871728155256773	0.337821196514362	0.0522494871876434	-0.920165594952206	0.878786173352909
"map04670"	0.0830940236658576	1.18655319934287	0.0823283267440313	-1.90964565557094	0.973140224147469
"map04960"	0.0853650310004211	0.976291039968507	0.587941689048956	-0.517375925079442	-0.705396679936337
"map05340"	0.0841605660879423	0.485320587801339	-0.317778768844598	0.230632969182223	-0.0615325237871955
"map00770"	0.0824534340595079	0.343498657206336	0.153268372962207	-0.782008939995406	0.615055646064895
"map04623"	0.0818711477379186	-0.634066120038876	-1.51495365162859	1.23331565355953	1.24318870905961
"map05200"	0.081678264366368	-0.497600695548085	1.66126296428649	-1.0770059845022	0.24005677322927
"map01040"	0.0775697673234864	0.309881721758446	0.738394995386033	-1.11974773248987	0.381750084639332
"map04977"	0.0812343410585012	-0.467923996466713	1.09273600288396	0.183546274896425	-0.483420917079666
"map05321"	0.0788617755803908	0.183235066335527	-0.200260078683432	-0.436049340709957	0.768521455379425
"map05231"	0.0782752548929309	0.736469704896877	0.358459360565491	0.104438144858738	-0.886266190749382
"map05134"	0.077316386491384	-1.11134342537048	0.7128010219155	-0.931265274910231	1.63907322433074
"map03040"	0.0742365620410366	-0.310279607750479	1.77803092490274	-1.22638516203261	0.0555800930444973
"map04310"	0.0715930301160223	0.410060930679323	2.08032930800337	-1.58555069079727	-0.61846742742134
"map05223"	0.0702151485049659	-0.238869210259486	0.56808807547125	-0.415996415669409	0.367638144477509
"map05224"	0.0714188331791731	0.362506436228875	2.04292141547129	-0.6928951414882	-1.42685737749528
"map04914"	0.067085024538976	0.199582110976481	1.02488762027516	-1.54566732658763	0.589537693491899
"map01522"	0.0680351007908594	0.609330967735817	1.09311489450683	-0.567603074961004	-0.862702384118204
"map04114"	0.0670657806183788	-0.80279256589032	1.34373906583767	-0.704025790866198	0.431342413392364
"map05416"	0.0656067671126204	0.247384543364282	-1.06539106735688	1.02103233967951	0.0594012527635637
"map04659"	0.0623094145145563	-0.195036138329196	1.46958881177281	-1.76092048340184	0.735605468016449
"map04672"	0.062913852400111	0.489005917311354	-0.30001450598265	0.487238997197364	-0.424574998925623
"map00140"	0.0619538203330656	-0.469349885414148	-0.610790387448715	0.734037456191415	0.59391809800371
"map05205"	0.0603133258569946	0.887380581917639	0.783143828426773	-1.92252257510116	0.49325146818473
"map05152"	0.0646377516257412	-0.507699417405708	-1.3996385277086	-0.290083114780282	2.45597206639755
"map05167"	0.0609522142258921	-0.606401160705941	-0.538027243716003	0.0619694282480305	1.32626783307748
"map04660"	0.0609037586715254	1.79980260020262	2.02472378833968	-2.10170337737487	-1.47920797648134
"map04624"	0.0596650910747783	0.666831625573541	0.391971873558983	-0.743944262628364	-0.0761988722050462
"map00720"	0.0538183512235039	0.0744422033289142	0.144065652474264	0.830203750169257	-0.83343820107842
"map04742"	0.0509024123888768	0.0641271980442159	-0.489559867557574	0.682617748210347	-0.0535754291414815
"map05030"	0.0459404534696399	0.313478172471745	0.683767259381733	-0.180732240209923	-0.632751377764995
"map05142"	0.0424237457674249	0.927283020431293	0.359391491663943	-1.75454564763008	0.637566118604544
"map04950"	0.0448630064909114	0.00326721544361883	0.147609683509815	0.062833777740851	-0.0342586507306395
"map00562"	0.0486287533385181	2.70509526159386	0.16953250471157	-1.18844332772189	-1.49166942522948
"map04020"	0.0419335383957391	0.921257403075077	-1.09556053264722	0.516152944381657	-0.174115661226553
"map00982"	0.0407771858204796	-0.589053202997175	-0.484415342181278	0.431655291659977	0.804921996800394
"map04071"	0.0402886407382305	0.829559308662398	2.54819510163498	-1.89474633867347	-1.32185350867098
"map05164"	0.0390352703982029	-1.33187359571435	-0.568531107151239	-0.141645866913043	2.19819165137145
"map04650"	0.035747542006782	1.14496383824113	-0.534283556226993	-0.827608728272307	0.359918614285294
"map00970"	0.0394282645138545	-0.834218977255001	2.05112186447071	-1.27774674854237	0.218556919382085
"map00515"	0.0298817923812258	1.59376963066791	0.548869269745503	-0.149587263151267	-1.87352446773724
"map04622"	0.0327598219317682	0.309867145543336	-0.639321000093407	0.204287092721732	0.256206049555411
"map04142"	0.0306984246382127	0.148094326571864	-1.10598651679042	-0.391696409222758	1.47238229799416
"map00030"	0.0278579487331564	-0.748790772901487	0.553402122656769	-0.441795238483165	0.748615683660509
"map04974"	0.0265537489016477	0.55748496924182	-1.0754724288431	0.4166080910928	0.207594364115069
"map04111"	0.0266557652031055	-0.490153989621709	0.118325687910894	0.336427940511621	0.142023422011616
"map05211"	0.0200697328140121	1.80290565773056	1.92309494395546	-2.74609337708091	-0.899628293349058
"map04970"	0.02300689004161	0.605993150260724	-1.67109464076681	0.188724538985124	0.968404511687397
"map04710"	-0.00537448276487773	1.97919811620154	-0.507826149274586	1.83811355834528	-3.33098345633175
"map03013"	0.0206811146288974	-1.08593780077886	2.16913616163145	-1.98250972825109	0.982035825914081
"map05217"	0.0192030685921108	0.0234874394242559	1.14479615556851	-0.312953557199162	-0.778517763425162
"map05169"	0.0189056934028953	-0.891228887421058	0.384060703088885	-1.02463483869709	1.60742579664085
"map00980"	0.0193303952447917	-1.0001643904856	-0.108117653044594	0.106477942927246	1.07912568158211
"map05220"	0.0177066986266991	1.12090334863371	0.0561325017507669	-0.860775923610781	-0.245433132266902
"map03050"	0.0114880436267133	-2.62770298050007	0.189904946689104	0.362240732670959	2.12150947564686
"map05218"	0.016303387216754	0.214898609505825	0.107668476453064	-0.408167493396372	0.150813956304499
"map04380"	0.0179080292373511	-1.03590952336525	-0.692299407101033	-0.232716712404029	2.03255775981971
"map05020"	0.0140340502845955	0.370253897309911	0.647243051969243	-0.722916510922541	-0.238444237218231
"map05166"	0.0135024796310859	0.247671627454981	0.137445896850399	-0.35172100199025	0.0206133962092136
"map04070"	0.0186274314078917	3.08628129917721	0.0653515100826234	-0.682878190101164	-2.3942448935271
"map05225"	0.0118895436660772	0.568628402542683	1.69301279690636	-1.65696812436969	-0.557114900415039
"map05031"	0.011280266102755	-0.129536301034985	0.491733188945099	0.290616724413473	-0.607692547912567
"map04270"	0.0103958660691488	1.0497878589007	0.118299410798486	-0.451038745087825	-0.675465060334769
"map00062"	0.00990237380839825	0.0347156597754204	0.103339730730723	-0.0248945726782424	-0.0735513225943075
"map04728"	0.00980280793684505	-0.0337342296658003	1.22752243735273	-0.548877958338912	-0.605699017600634
"map05214"	0.00788745133852549	0.752284705653444	0.157979959275732	-0.568550834859203	-0.310164024715871
"map05230"	0.00532124652328089	0.267569058137455	1.43455095259617	-1.6855142007013	0.00467917606079877
"map04060"	0.00589675496224978	0.309335582544453	-0.991045870605151	-0.125294158312474	0.830591466222171
"map05160"	0.00582740401741852	-0.875936704318147	0.154780049128693	-0.414329177118775	1.1587954483779
"map04136"	0.00458535929024945	1.25666883252378	1.13194435761619	-1.0330475846347	-1.33722416834427
"map04930"	0.00278801558732542	-0.810967909937858	0.4754392129697	-0.0736671630896565	0.420347922407115
"map04918"	0.000655633134137409	0.823438359084799	-0.145320231819658	-0.0474462614583694	-0.628049333270222
"map03010"	-0.152782018090308	-6.92023280725367	3.56772032512631	-7.76699634061141	10.5083807503775
"map00563"	-0.538069663271778	-0.381674515693009	-1.10848762003329	-0.733836206568869	0.0717196892080608
"map00020"	-0.39838738568557	-0.542345185025669	0.524722805997461	-1.08621999715968	-0.489707166554396
"map04130"	-0.367993287298186	-1.24898604723833	-0.555557183741094	-0.458391432767892	0.790961514554569
"map03022"	-0.344788806745818	-0.0680864093642576	0.647696521576584	-0.421871572212749	-1.53689376698285
"map04371"	-0.327547225810071	-0.336463419884451	0.0985286625543999	-0.367033602425456	-0.705220543484776
"map04926"	-0.312323721299938	-0.0323099044760977	1.35199754664633	-2.00025253718947	-0.568729990180509
"map00670"	-0.312638501285741	-1.13988500833333	0.40839784828478	0.309652028192721	-0.828718873287133
"map00520"	-0.291849860654267	-0.700665353829673	0.460329624215172	-0.700412801582825	-0.226650911419743
"map00680"	-0.29511771147842	-1.67560893979946	0.199448447191261	-0.0308380335472757	0.326527680241792
"map05221"	-0.28713637261656	0.0118014530058601	0.469931279229244	-1.65039445657073	0.0201162338693847
"map04213"	-0.273017418596449	1.02061726003469	1.30722807253738	-1.1132558726385	-2.30665913431937
"map04550"	-0.264467749504038	-0.912986834304907	2.22288426552937	-2.34422396914095	-0.0235444600996659
"map04931"	-0.260082805472147	-0.158037627317723	0.818142975779477	0.0363942234599005	-1.73683079381024
"map04390"	-0.255725617326085	-0.0722834762113624	0.688229947794064	-1.21934652198172	-0.419502418905324
"map04340"	-0.249548652235516	0.681376280954849	0.75350107847795	-1.15392981575058	-1.27914215262428
"map04015"	-0.238645673336399	0.37135225421304	0.775988558839072	-1.75719627692752	-0.344727229470184
"map04923"	-0.237553835411022	-0.849960064385399	0.825471181796989	-1.67192487779152	0.746198418735839
"map04916"	-0.229165711092265	0.500798236909147	0.563328410600099	-1.43798346084547	-0.542806031032842
"map05202"	-0.226847016555364	-0.648687110676395	0.243441476190516	-0.553079232613112	0.0509368008775352
"map05206"	-0.226523673681582	-0.0591538152401246	-0.638993738013376	-0.277637209485131	0.0696900680123048
"map00630"	-0.230015566362269	-1.27710894332327	0.157298415777593	-0.0923750314766365	0.292123293573239
"map03060"	-0.226205865465555	-0.146103234812864	0.239954192319852	-0.991050385192474	-0.00762403417673637
"map04341"	-0.233691440111928	1.27251830215627	1.35639176420476	-1.63015141599206	-1.93352441081669
"map04713"	-0.222566125042567	-0.248093433838593	-0.485710319063293	0.078869873225942	-0.235330620494326
"map04910"	-0.213547827572866	-0.225088450543665	2.05635011369343	-1.89759324651513	-0.78785972692609
"map04725"	-0.212893328511934	-0.231790093417588	0.0681552375182769	-0.921368101781973	0.233429643633547
"map00604"	-0.211934863405745	-0.538514782433397	-0.569312100227193	-0.111056161806107	0.371143590843719
"map00760"	-0.210068334256806	0.300822162338757	-1.04615707463772	-0.349327511330405	0.254389086602139
"map04530"	-0.197426308122918	0.754858660837284	1.03458482184529	-0.595446039707412	-1.98370267546684
"map00640"	-0.192909215377264	-0.784152873087768	-0.535444265678609	-0.275614001367407	0.823574278624729
"map04745"	-0.192728585630327	-0.608297069158332	-0.648352076150263	-0.114848332776704	0.600583135563992
"map00220"	-0.188467567512672	-0.61010055990864	-0.276329779557292	0.15615570026774	-0.0235956308524947
"map04917"	-0.183585560875939	-0.383489468818258	0.0411614430210954	-1.02415408098928	0.632139863282681
"map04152"	-0.179003292083851	-0.649071916532415	1.71946419673764	-1.03254985725021	-0.753855591290419
"map04062"	-0.177305815118882	0.413012971191658	0.372984091264412	-1.22432214944061	-0.270898173490992
"map04068"	-0.177408330728591	1.39396772010763	1.31572705697379	-1.28782307150546	-2.13150502849033
"map03460"	-0.175984437732599	-1.26917615857884	-0.566070800257729	1.13032295333075	0.000986254575422151
"map04921"	-0.170857555935115	1.00973834528286	0.0247825298518417	-0.462038040832256	-1.25591305804291
"map00260"	-0.17241740806053	-1.13445976166242	-0.0943833663120057	0.5539341246486	-0.0147606289162965
"map04924"	-0.16655834253837	0.12928569992658	0.0487837218207909	-0.461772124609276	-0.382530667291573
"map04014"	-0.162009600349732	-0.107452419897705	0.458059627340526	-0.86969381653203	-0.128951792309718
"map04962"	-0.157794492381967	0.641838356386006	-0.674104445569751	-0.00282530987191535	-0.596086570472209
"map05032"	-0.155798248148355	-0.815776907649388	0.872350526791151	-0.275386104723246	-0.404380507011938
"map04730"	-0.155248413674046	0.423856649015229	0.929038533532834	-1.50025765890143	-0.47363117834282
"map00512"	-0.15904781133762	0.144869484725304	0.855825883594027	0.0495791577907123	-1.68646577146052
"map05162"	-0.153597840341555	-1.16320538143674	-0.966518534744967	0.222767896218014	1.29256465859748
"map03440"	-0.149207683529609	-0.980816689651414	-0.526890415359287	1.95498915544939	-1.04411278455713
"map04144"	-0.153091421116696	-0.344059245480451	0.763968947230448	-0.618853549012654	-0.413421837204125
"map04540"	-0.150745704917542	1.06792256954733	-0.215398366136506	-0.859096469286564	-0.596410553794435
"map03450"	-0.151534590886751	-1.11546612756602	-0.136889889312025	1.02479130555804	-0.378573652226998
"map04922"	-0.148374423626062	-0.611244578229332	0.33476981027071	0.714650220118489	-1.03167314666411
"map04925"	-0.14794660361737	0.660081645589073	0.183459214420526	-0.41635832986767	-1.01896894461141
"map04330"	-0.144219803159214	-0.391854632979438	0.613659037987628	-0.750385789669003	-0.048297827976045
"map00270"	-0.143534995527068	-1.08539993959737	0.756366365906299	-0.699346406617117	0.454239998199909
"map04724"	-0.138500527617011	0.0157732959755458	-0.0373875120562359	-0.438105437078758	-0.0942824573085973
"map04920"	-0.137040407685242	-0.842926833138336	-0.341787253723646	0.737209738065559	-0.100657281944546
"map04391"	-0.136022053987851	-0.296808981827746	0.405205476095248	-1.03425222809189	0.381767517872978
"map04911"	-0.132229479902466	0.20608384611708	-0.170947940153226	0.0450931518037097	-0.609146977377426
"map04211"	-0.130813853730647	0.471297111602485	1.29342070799416	-0.26598847532415	-2.02198475919508
"map04320"	-0.126309843636431	0.38458838140874	0.456129730677854	-0.434394988494813	-0.911562498137504
"map00051"	-0.120917524169721	-1.05711467577921	0.20766418859773	-0.586697807933831	0.95247819843643
"map04139"	-0.119807653038474	-0.125766725263112	0.654381344956952	-0.818663500412562	-0.189181731435174
"map00410"	-0.119181098709888	-0.845704812748711	-0.595130990082311	0.219780773574969	0.744330634416502
"map05204"	-0.118109885198063	-1.24616681838839	0.08351723719648	0.367732411765332	0.322477628634322
"map04150"	-0.110375166839536	1.67399192836563	0.753808239331601	-1.81926787996264	-1.05003295509273
"map00380"	-0.109980060278576	-0.021419681785744	0.01788850157268	-0.279339411371797	-0.157049649529444
"map00532"	-0.105158927146281	0.190086180970289	0.286063001280904	-0.489289921899554	-0.407494968936762
"map04010"	-0.100497931514588	0.161687027441962	1.330035724807	-1.29644995221069	-0.59726452609663
"map01523"	-0.0968649624064714	0.38145783667085	0.25774543993806	0.220601921657412	-1.24726504789221
"map00250"	-0.0937634205535833	-0.395966332975847	0.00867125234760329	-0.217127737985501	0.229369136399411
"map04146"	-0.0933830933574312	0.12517902420588	-0.975317413739223	0.4097382435243	0.0668677725793179
"map00603"	-0.0928855496787027	0.177877199270508	0.116111884726351	-0.589628666075013	-0.0759026166366572
"map00500"	-0.0921913160244527	0.61688189066747	0.528260147402729	-0.401134333811054	-1.11277296835696
"map05418"	-0.0872721203987604	-0.785137051106986	0.0487982585357674	-0.310964647988104	0.698214958964281
"map00650"	-0.0867637249925548	-0.0988988548245544	-0.49886072042358	0.815266723243038	-0.564562047965122
"map00601"	-0.0799065985007039	1.73044396158651	-0.706011617729854	-0.925673929206863	-0.418384808652605
"map05165"	-0.0841187403918591	0.447415812479005	-0.873758005376218	0.289730250508969	-0.199863019179193
"map00620"	-0.083894053281937	-0.421364965978338	0.382012721554822	0.0335513256829299	-0.329775294387162
"map04022"	-0.0801460281475257	0.619954625474428	-0.281038189787323	-0.0633954002291785	-0.596105148048029
"map04740"	-0.079219669225915	-0.126367583059454	-0.217880855151006	0.572439506471695	-0.545069745164894
"map02010"	-0.0788448004364106	0.275295135037884	-0.308308332548679	-0.12126398408141	-0.161102020153438
"map04261"	-0.0764735292928104	0.12346058894413	0.224317750616106	-0.593480136574984	-0.0601923201564945
"map00790"	-0.0778498767126041	0.0833834619817637	-1.05748511300306	0.650697403372778	0.0120047407980982
"map00071"	-0.0725745707860767	-0.879818860298098	-0.638166832764348	1.55517982501344	-0.327492415095297
"map04919"	-0.0746112119835978	0.731797697450663	0.519604469043459	-1.05602459946991	-0.4938224149586
"map03420"	-0.0751519473659994	-0.538743098787848	0.372942376571258	1.76670136520039	-1.9015084324478
"map04912"	-0.0740708533197316	0.662080084466127	1.01092854837454	-1.26214815950381	-0.70714388661578
"map00350"	-0.0734312058246466	-1.03052218759182	-0.45046195334025	0.222929981172739	0.964329336460746
"map04210"	-0.0722480788507991	0.74590467760055	-0.918026120493997	-0.410640853893022	0.293769981383273
"map04750"	-0.0726181600138876	-0.157914703932269	0.828904882226184	-1.22723947449543	0.265776656145967
"map04668"	-0.069369824373447	0.333232614957145	0.224295344290922	-1.01733980587557	0.182332549133712
"map00100"	-0.0719490628835359	1.16198779713068	0.850630898018867	-0.783443287320883	-1.51697165936281
"map04520"	-0.0690830877121809	1.38883862620328	0.626477819615355	-1.4849738927559	-0.806674903911457
"map00360"	-0.0684539960823384	-1.06896103912471	-0.236116264655598	-0.094260072165078	1.12552139161603
"map04620"	-0.0642897047347178	-0.267506884334296	0.0567945148212916	-0.899753787484535	0.853307338058668
"map00330"	-0.0643414983853078	-0.779576724452191	0.28986545561593	0.124320797724519	0.108024477570511
"map00040"	-0.0625290088317539	-0.667789259020818	-0.240985035796819	0.900127602941275	-0.241469343450654
"map05216"	-0.0624870072188375	0.0492792601578091	1.23514811497635	-1.47751140499225	-0.0568639990172523
"map03410"	-0.0597603435858696	-0.658552457414148	0.0891596718792962	1.35154505331631	-1.02119364212494
"map04940"	-0.0613861241538624	-0.570041047793758	-1.54897449455655	1.03126889998186	0.842202145752996
"map00480"	-0.0551053582442749	-1.53232221969653	-1.22026741373406	0.747189997476008	1.78497820297748
"map05110"	-0.0642700510923271	0.878192935574611	-0.088349980954818	-2.62619692607011	1.57927376708101
"map04744"	-0.0551968602960297	0.2336021011483	-0.0891219405195195	-0.0685377781621191	-0.296729823650781
"map05320"	-0.0569751860724409	-0.138323502782196	-1.66237596033927	0.983795399897121	0.58900331893458
"map05332"	-0.0580145738688729	-0.417773387919993	-1.87820313970794	1.379362311928	0.684555920224444
"map04611"	-0.0523301907576543	0.290102521022476	0.420222735944685	-1.13676487821426	0.217118858216483
