GeneID	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_cat
16149	725.943271508699	2.57257435327251	0.348360849175252	2.42035267431975e-15	11.2378324881538	HH
16551	291.652245847219	1.50938951186443	0.444309082876321	2.41875090665769e-05	2.33849054060432	HH
16854	3136.28789433395	0.550121847134275	0.153625288287326	1.47322865781916e-05	2.49483366747039	HH
14727	2640.54511614044	1.08070935672105	0.154021877549704	1.04352848252229e-13	9.80732681591243	HH
12235	51.003568410623	4.78103138755864	1.28691895267717	8.64747349640204e-06	2.69726335210178	HH
14389	35.2355330009751	3.87034826261766	1.83738563470575	0.000422453689585422	1.32634580652868	HH
15944	6556.22222475126	0.528043633739527	0.105909577875261	3.14948917559844e-08	4.78622885225217	HH
12696	3060.81636804014	0.873682772461107	0.140204286262065	2.21867789101711e-11	7.75273813968684	HH
100702	2556.06782978533	0.780411155624666	0.161928813836023	6.30365904402623e-08	4.53812176953344	HH
13058	53.0650279138878	3.60787211768455	1.98383792023514	0.0001080179277909	1.7923352817518	HH
231507	2929.68215110902	0.541713394288422	0.173511474124018	7.00416254438374e-05	1.92864326890115	HH
67775	3207.96921865595	1.07421273827416	0.142347932383916	2.07357561136223e-15	11.2378324881538	HH
12700	1457.22480980393	0.61652645543938	0.207824597063493	0.000114757889299412	1.77495886777284	HH
64380	3439.78504822026	0.887686914959569	0.153293066685869	2.94180988493342e-10	6.73288013433139	HH
110454	8274.76622444894	0.694487841113562	0.104615166177073	1.54127771926579e-12	8.776252921178	HH
631323	2213.03453997641	0.592299579603528	0.168887337283385	1.92285949171873e-05	2.41694483630592	HH
22169	3040.79325787915	0.641008349581549	0.158263657740788	2.17880863286599e-06	3.18658204027082	HH
17857	936.838964979522	0.94087048260074	0.246984735749281	5.59127261278073e-06	2.84732832664157	HH
23962	869.258544784477	1.31406739809691	0.252146705907589	8.06531160791239e-09	5.33833927977692	HH
15366	122.314420723105	3.44894625281754	1.00168103453768	1.56771817483543e-06	3.28377564384998	HH
234396	24.2675978424866	7.0552430590897	3.26914747426097	0.000163538032897734	1.66336487617031	HH
24110	3239.10076499156	0.68863253799629	0.138900442074436	3.36493660308096e-08	4.77597549168496	HH
20715	4421.57015990926	0.594985283022841	0.142428291014447	1.28101804084651e-06	3.34666480730102	HH
16765	555.497772358076	1.06113332278548	0.32597557304274	4.06406400064015e-05	2.12669395437631	HH
626578	603.514037510187	1.46357180244197	0.330581711553198	3.14665060055966e-07	3.93004259245515	HH
76933	1742.98244941648	1.1969217558128	0.195273236217731	3.55188996849546e-11	7.59543241290493	HH
20419	95.4041774960229	2.6502106236963	0.845503703555149	4.18618501806237e-05	2.12046665277988	HH
234311	2647.98645290299	0.937429876935454	0.15250758021388	3.67523821992427e-11	7.59543241290493	HH
16709	1858.16889942859	0.501815190155185	0.196191800211711	0.000387531809653349	1.35146711924111	HH
14268	77.2974930763301	5.72709137729727	1.56881960618848	2.38551423703942e-06	3.16962419806796	HH
17476	39.8872208426513	4.98055637440214	2.13119128493197	0.000115238108418183	1.77495886777284	HH
12428	185.563601313801	1.63650705977673	0.579122181420228	0.000142810893581679	1.69331813170235	HH
14190	2755.56272423318	0.795055808820855	0.199147585132673	2.23845714438978e-06	3.18557620886314	HH
12550	849.74994684427	0.936447587151411	0.269298149482668	1.88380479678319e-05	2.41855724953059	HH
207596	101.042197099463	2.51995412984044	0.978044012279108	0.000158998449008265	1.66336487617031	HH
74107	123.483233524051	2.58712189933087	0.798061359208165	1.86676128281727e-05	2.41855724953059	HH
12983	21.4792497092977	6.83634600237996	3.28432831869946	0.000249073730508682	1.49954106444464	HH
70218	104.785597129982	2.27947849383881	0.770884418153913	9.36797275588955e-05	1.83190910954489	HH
52668	2918.99421114437	0.529938293962187	0.167120176763889	6.11799271429328e-05	1.96220698354524	HH
55963	22.5921166095991	6.91738200440259	3.27350202238685	0.000209483630345509	1.56537887204661	HH
21973	1335.4056580759	1.42128742647138	0.228427069315302	1.82907558176476e-11	7.80663752005444	HH
68743	70.073637878418	2.91385546016487	1.48573724897189	0.000238768124161736	1.5132477373814	HH
382045	2308.85454291082	0.530019309133116	0.185346694184053	0.00016101384031648	1.66336487617031	HH
15959	3896.55305131616	0.951256798119916	0.140424081718389	5.50008512139742e-13	9.13661423489447	HH
327959	1234.44464912767	0.709138552667201	0.237634905596614	0.000100573088514366	1.80675007433071	HH
14728	1558.56496493641	1.39963245380348	0.230511034362584	3.82455779794427e-11	7.59543241290493	HH
76843	233.082241635946	1.77407576980397	0.505791329509157	1.52562270308037e-05	2.48748202040878	HH
14938	9400.67026175466	0.627927619119454	0.0929146306931599	7.29029571718369e-13	9.05999599128999	HH
20846	17494.3617735423	0.681935207344199	0.0789247299813993	2.95806894725686e-19	14.4517328439064	HH
17345	836.249620021031	1.92797776064417	0.275527003037233	8.70351479819273e-14	9.82814450425454	HH
16145	6351.58916608052	0.750957530803068	0.106166245235457	7.62659583938264e-14	9.82814450425454	HH
54123	4230.77234392766	0.613405014699958	0.132780915163101	1.77304419170548e-07	4.12117960747156	HH
16571	112.901986061587	3.16917701117675	1.28446877145306	1.63946041516615e-05	2.46391505690429	HH
20135	1034.38797468329	1.73813132371223	0.226978096246006	8.96777678526922e-16	11.4471776012226	HH
108000	116.793281781806	3.16134714822782	1.09266835664991	9.62091843630972e-06	2.67191836330405	HH
14939	6490.41639763894	0.970096651834692	0.148174849444151	1.99985439223253e-12	8.70092400616669	HH
